Bib ID,Tipo,Autor,Año,Título,Revista o editorial,Volumen,Número,Páginas,Ciudad,DOI,URL,ISBN,ISSN,Cobertura geográfica,Temas,Idioma,Estado de verificación,Notas,Cita sugerida
BIB-A-1118,Artículo,"Astorquiza, Héctor. Bolaños",,Banco nacional de datos: Diccionario pastuso.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Astorquiza, Héctor. Bolaños. (s. f.). Banco nacional de datos: Diccionario pastuso.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1119,Artículo,"Ballesteros, Ofelia.",,Comidas tipicas del departamento del Choco.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Ballesteros, Ofelia.. (s. f.). Comidas tipicas del departamento del Choco.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1120,Artículo,"Bejarano, Maribel. Carvajal",,El duelo con machete.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Bejarano, Maribel. Carvajal. (s. f.). El duelo con machete.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1121,Artículo,"Bernal, Daniel. Mesa",,Medidas agrícolas en la Costa del Caribe.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Bernal, Daniel. Mesa. (s. f.). Medidas agrícolas en la Costa del Caribe.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1122,Artículo,"Blanco, Lacides. Moreno",,Divagaciones sobre tamales y envueltos.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Blanco, Lacides. Moreno. (s. f.). Divagaciones sobre tamales y envueltos.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1123,Artículo,"Cañadas, Douglas. Cujar",,Vivienda popular.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Cañadas, Douglas. Cujar. (s. f.). Vivienda popular.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1124,Artículo,"Cano, Samuel de J.",,La semana santa de Santafe de Antioquia.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Cano, Samuel de J.. (s. f.). La semana santa de Santafe de Antioquia.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1125,Artículo,"Cascante, Joseph.",,"Villancico de navidad. Oiga usted, señora Juana.",Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Cascante, Joseph.. (s. f.). Villancico de navidad. Oiga usted, señora Juana.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1126,Artículo,"Castro, Dicken.",,&quot;Mi negrita&quot; o el &quot;terror de los llanos.&quot;,ArtNexus : Arte en Colombia Internacional (Santafé de Bogotá),,,,,,,,,,,,No verificado externamente,,"Castro, Dicken.. (s. f.). &quot;Mi negrita&quot; o el &quot;terror de los llanos.&quot;. ArtNexus : Arte en Colombia Internacional (Santafé de Bogotá)."
BIB-A-1127,Artículo,"Ch., Benjamin. Yepes",,Los años viejos.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Ch., Benjamin. Yepes. (s. f.). Los años viejos.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1128,Artículo,"Chamorro, Josefina. Solarte",,Enfermedades y prácticas curativas en la costa y la sierra de Nariño.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Chamorro, Josefina. Solarte. (s. f.). Enfermedades y prácticas curativas en la costa y la sierra de Nariño.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1129,Artículo,"Cordero, Lydia Ines. Muñoz",,"Llapanga, la descalza mujer del pueblo.",Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Cordero, Lydia Ines. Muñoz. (s. f.). Llapanga, la descalza mujer del pueblo.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1130,Artículo,"Cordovez, Jorge. Villamil",,Institución del primer San Juan y San Pedro en la Provincia de Neiva.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Cordovez, Jorge. Villamil. (s. f.). Institución del primer San Juan y San Pedro en la Provincia de Neiva.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1131,Artículo,"Correa, Doris",,El Departamento de Matices,Nueva Revista Colombiana de Folclor (Bogota),,3,,,,,,,,,,No verificado externamente,,"Correa, Doris. (s. f.). El Departamento de Matices. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1132,Artículo,"Correa, Segundo. Zambrano",,La medicina popular pastusa.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Correa, Segundo. Zambrano. (s. f.). La medicina popular pastusa.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1133,Artículo,"Cuesta, Darcio. Cordoba",,Caracteristicas del español chocoano como variante dialectal.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Cuesta, Darcio. Cordoba. (s. f.). Caracteristicas del español chocoano como variante dialectal.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1134,Artículo,"Cunin, Elisabeth.",,Buscando las poblaciones negras de Cartagena.,Aguaita (Cartagena),,,,,,,,,,,,No verificado externamente,,"Cunin, Elisabeth.. (s. f.). Buscando las poblaciones negras de Cartagena.. Aguaita (Cartagena)."
BIB-A-1135,Artículo,"Diaz, Carlos. Moron",,Comida típica.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Diaz, Carlos. Moron. (s. f.). Comida típica.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1136,Artículo,"Diaz, William. Fortich",,El fandango : fiesta de dioses.,Porro y Folclor : revista cultural,,,,,,,,,,,,No verificado externamente,,"Diaz, William. Fortich. (s. f.). El fandango : fiesta de dioses.. Porro y Folclor : revista cultural."
BIB-A-1137,Artículo,"Eraso, Eduardo. Zuñiga",,"Rituales de fertilidad en Chiranquer, comunidad indígena del resguardo de Ipiales.",Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Eraso, Eduardo. Zuñiga. (s. f.). Rituales de fertilidad en Chiranquer, comunidad indígena del resguardo de Ipiales.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1138,Artículo,"Escobar, Alejandro. Martelo",,Decima a la Revista Porro y Folclor.,Porro y Folclor : revista cultural,,,,,,,,,,,,No verificado externamente,,"Escobar, Alejandro. Martelo. (s. f.). Decima a la Revista Porro y Folclor.. Porro y Folclor : revista cultural."
BIB-A-1139,Artículo,"Ferri, Maria Mcnulty",,El Departamento de Matices,Nueva Revista Colombiana de Folclor (Bogota),,3,,,,,,,,,,No verificado externamente,,"Ferri, Maria Mcnulty. (s. f.). El Departamento de Matices. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1140,Artículo,"Franch, Jose. Alcina",,El folklore como antropología.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Franch, Jose. Alcina. (s. f.). El folklore como antropología.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1141,Artículo,"Franco, Alonso.",,El bullerengue : baile cantao.,Porro y Folclor : revista cultural,,,,,,,,,,,,No verificado externamente,,"Franco, Alonso.. (s. f.). El bullerengue : baile cantao.. Porro y Folclor : revista cultural."
BIB-A-1142,Artículo,"Friedemann, Nina S. de.",,"Contextos religiosos en un área negra de Barbacoas (Nariño, Colombia).",Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Friedemann, Nina S. de.. (s. f.). Contextos religiosos en un área negra de Barbacoas (Nariño, Colombia).. Revista Colombiana de Folclor (Bogota)."
BIB-A-1143,Artículo,"Friedemann, Nina S. de.",,La comunicación y el folclor colombiano. Un enfoque antropológico.,Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Friedemann, Nina S. de.. (s. f.). La comunicación y el folclor colombiano. Un enfoque antropológico.. Revista Colombiana de Folclor (Bogota)."
BIB-A-1144,Artículo,"Garay, Myriam Clemencia. Oliveros",,Festividades del Corpus Christi en Anolaima.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Garay, Myriam Clemencia. Oliveros. (s. f.). Festividades del Corpus Christi en Anolaima.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1145,Artículo,"Gomez, Luis. Duque",,Artesanías nativas.,Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Gomez, Luis. Duque. (s. f.). Artesanías nativas.. Revista Colombiana de Folclor (Bogota)."
BIB-A-1146,Artículo,"Gomez, Luis. Duque",,Notas sobre la historia del traje tradicional colombiano.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Gomez, Luis. Duque. (s. f.). Notas sobre la historia del traje tradicional colombiano.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1147,Artículo,"Gomez, Luis. Duque",,Notas Bibliográficas.,Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Gomez, Luis. Duque. (s. f.). Notas Bibliográficas.. Revista Colombiana de Folclor (Bogota)."
BIB-A-1148,Artículo,"Gonzalez, Maria Nelly.",,El municipio de Caceres y su folclor.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Gonzalez, Maria Nelly.. (s. f.). El municipio de Caceres y su folclor.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1149,Artículo,"Hernández, Claudia. Afanador",,Fiesta de Sandiego de Muellamués.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Hernández, Claudia. Afanador. (s. f.). Fiesta de Sandiego de Muellamués.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1150,Artículo,"Jaramillo, Yolanda M. de.",,Algunas costumbres religiosas relacionadas con el culto a los muertos en una región de la Costa Atlántica colombiana.,Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Jaramillo, Yolanda M. de.. (s. f.). Algunas costumbres religiosas relacionadas con el culto a los muertos en una región de la Costa Atlántica colombiana.. Revista Colombiana de Folclor (Bogota)."
BIB-A-1151,Artículo,"Jaramillo, Yolanda. Mora de",,Arte y artesanías populares.,Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Jaramillo, Yolanda. Mora de. (s. f.). Arte y artesanías populares.. Revista Colombiana de Folclor (Bogota)."
BIB-A-1152,Artículo,"Larrea, Fernando de Jesus (Fray)",,Novena para el aguinaldo.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Larrea, Fernando de Jesus (Fray). (s. f.). Novena para el aguinaldo.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1153,Artículo,"Leal, José Santos. Sanabria",,El traje típico y la danza tradicional en Boyacá.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Leal, José Santos. Sanabria. (s. f.). El traje típico y la danza tradicional en Boyacá.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1154,Artículo,"Londoño, Agustin. Jaramillo",,Personajes y trajes tradicionales de Antioquia.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Londoño, Agustin. Jaramillo. (s. f.). Personajes y trajes tradicionales de Antioquia.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1155,Artículo,"Londoño, Agustin. Jaramillo",,"La casa campesina, zona cafetera.",Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Londoño, Agustin. Jaramillo. (s. f.). La casa campesina, zona cafetera.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1156,Artículo,"Londoño, Antonio. Tapias",,Tres danzas iluminadas.,Porro y Folclor : revista cultural,,,,,,,,,,,,No verificado externamente,,"Londoño, Antonio. Tapias. (s. f.). Tres danzas iluminadas.. Porro y Folclor : revista cultural."
BIB-A-1157,Artículo,"López, Cecilio",,El Departamento de Matices,Nueva Revista Colombiana de Folclor (Bogota),,3,,,,,,,,,,No verificado externamente,,"López, Cecilio. (s. f.). El Departamento de Matices. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1158,Artículo,"López, Guillermo. Téllez",,Organología y modalidades del torbellino de Vélez.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"López, Guillermo. Téllez. (s. f.). Organología y modalidades del torbellino de Vélez.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1159,Artículo,"Lopez, Hector. Lopez",,"El remediano, un representante de la picaresca antioqueña.",Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Lopez, Hector. Lopez. (s. f.). El remediano, un representante de la picaresca antioqueña.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1160,Artículo,"Lopez, Javier. Ocampo",,El folclor y la historia de la vida cotidiana.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Lopez, Javier. Ocampo. (s. f.). El folclor y la historia de la vida cotidiana.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1161,Artículo,"Lopez, Javier. Ocampo",,Luis Duque Gomez y el folclor nacional.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Lopez, Javier. Ocampo. (s. f.). Luis Duque Gomez y el folclor nacional.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1162,Artículo,"Lopez, Oscar (Historiador)",,Festival del porro.,Porro y Folclor : revista cultural,,,,,,,,,,,,No verificado externamente,,"Lopez, Oscar (Historiador). (s. f.). Festival del porro.. Porro y Folclor : revista cultural."
BIB-A-1163,Artículo,"Lozano, Ofelia. Ballesteros",,Festival de Bahia Solano.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Lozano, Ofelia. Ballesteros. (s. f.). Festival de Bahia Solano.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1164,Artículo,"M., Rogerio. Velasquez",,Instrumentos musicales del Alto y Bajo Chocó.,Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"M., Rogerio. Velasquez. (s. f.). Instrumentos musicales del Alto y Bajo Chocó.. Revista Colombiana de Folclor (Bogota)."
BIB-A-1165,Artículo,"M., Rogerio. Velasquez",,Vestidos de trabajo en el Alto y Bajo Chocó.,Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"M., Rogerio. Velasquez. (s. f.). Vestidos de trabajo en el Alto y Bajo Chocó.. Revista Colombiana de Folclor (Bogota)."
BIB-A-1166,Artículo,"Marina, Luz",,El Departamento de Matices,Nueva Revista Colombiana de Folclor (Bogota),,3,,,,,,,,,,No verificado externamente,,"Marina, Luz. (s. f.). El Departamento de Matices. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1167,Artículo,"Marti, Samuel.",,Etnomusicología en Colombia.,Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Marti, Samuel.. (s. f.). Etnomusicología en Colombia.. Revista Colombiana de Folclor (Bogota)."
BIB-A-1168,Artículo,"Martinez, Olga M.",,Artesanias.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Martinez, Olga M.. (s. f.). Artesanias.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1169,Artículo,"Mendoza, Alvaro. Chaves",,El festival folclórico: otra mirada.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Mendoza, Alvaro. Chaves. (s. f.). El festival folclórico: otra mirada.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1170,Artículo,"Montes, Maria Luisa. Rodriguez de",,El barniz de Pasto o mopa mopa.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Montes, Maria Luisa. Rodriguez de. (s. f.). El barniz de Pasto o mopa mopa.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1171,Artículo,"Moreno, Neivo de Jesus.",,Instrumentos folcloricos del Choco.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Moreno, Neivo de Jesus.. (s. f.). Instrumentos folcloricos del Choco.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1172,Artículo,"Munera, Fernando Antonio.",,Danza de la loza en Carmen de Viboral.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Munera, Fernando Antonio.. (s. f.). Danza de la loza en Carmen de Viboral.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1173,Artículo,"Muñoz, Aury. Tolosa",,¿Qué es Córdoba?,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Muñoz, Aury. Tolosa. (s. f.). ¿Qué es Córdoba?. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1174,Artículo,"n., S.",,El sombrero vueltiao : simbolo cultural de los colombianos.,Porro y Folclor : revista cultural,,,,,,,,,,,,No verificado externamente,,"n., S.. (s. f.). El sombrero vueltiao : simbolo cultural de los colombianos.. Porro y Folclor : revista cultural."
BIB-A-1175,Artículo,"n., S.",,"Fandango : fiesta, musica y danza.",Porro y Folclor : revista cultural,,,,,,,,,,,,No verificado externamente,,"n., S.. (s. f.). Fandango : fiesta, musica y danza.. Porro y Folclor : revista cultural."
BIB-A-1176,Artículo,"Navarro, Sofia de.",,Manjares de navidad en el territorio paisa.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Navarro, Sofia de.. (s. f.). Manjares de navidad en el territorio paisa.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1177,Artículo,"Ocaña, Álvaro. Pantoja",,Personajes de trapo y aserrín en San juan de Pasto.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Ocaña, Álvaro. Pantoja. (s. f.). Personajes de trapo y aserrín en San juan de Pasto.. Nueva Revista Colombiana de Folclor (Bogota)."
